column_a,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
1,00IqwkT0PZhJ86PJajRCqk,0.195,0.348,"A#",-10.106,major,0.0332,0.82,0,0.126,0.262,166.824,213107,3,"A# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silver Bells,Johnny Mathis,Merry Christmas,https://i.scdn.co/image/b878b9e27201163be07e746657280ab24802839e
2,01h424WG38dgY34vkI3Yd0,0.225,0.248,A,-15.871,major,0.0337,0.912,0.000143,0.404,0.19,96.013,183613,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,White Christmas,Bing Crosby,White Christmas,https://i.scdn.co/image/3bb0daf5f87a737ce67ace001f240a82094de467
3,08BhfyKUXxZrnyHrDavNHP,0.444,0.288,"F#",-11.793,major,0.0326,0.911,0.00000668,0.0987,0.356,108.043,199093,3,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Waltz,Tony Bennett,A Swingin' Christmas Featuring The Count Basie Big Band,https://i.scdn.co/image/96aa4fb09e7fe9d38599c8d9d475eb6d675e2e87
4,095XSaT8I2uI6Uldj2QrSl,0.687,0.496,A,-4.708,major,0.0339,0.434,0.00144,0.0613,0.746,97.575,178680,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Stop the Cavalry,Jona Lewie,On The Other Hand There's A Fist (Remastered),https://i.scdn.co/image/50c0ea35cacbf7c5d495c71e0d2e789af97cd2c2
5,09b2gJR45Pyip2rx9CnXW1,0.477,0.841,"F#",-5.172,major,0.0358,0.000165,0.0971,0.257,0.571,119.954,203404,4,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Don't Want to Go Home for Christmas,Independent Counsel of Funk,I Don't Want to Go Home for Christmas,https://i.scdn.co/image/77eb7c17cafe55037a1ab279b7d79ad4624e53fa
6,0AiQn7Y9SKL7oiD0aMIGUs,0.484,0.598,G,-5.99,major,0.0303,0.455,0.000237,0.251,0.7,166.427,187493,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Baby! It's Christmas,Jessie James Decker,Baby! It's Christmas,https://i.scdn.co/image/496371032d5aa01592e472f20f8a752850cfe2cb
7,0bYg9bo50gSsH3LtXe2SQn,0.335,0.625,G,-7.462,major,0.0386,0.164,0,0.0708,0.346,150.277,241107,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437
8,0CykH7AD5TOQeF3G2EbUYl,0.664,0.661,E,-5.718,major,0.0344,0.877,0.00000526,0.086,0.883,97.301,119640,4,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Deck the Halls,Mark Vincent,The Most Wonderful Time of the Year,https://i.scdn.co/image/934e7bf2e020571c0887f29cf386a05df621ef96
9,0di0zKKJ7ZdYcsjeYfAVyR,0.547,0.11,D,-12.918,minor,0.036,0.906,0.00517,0.241,0.311,108.952,157453,3,D minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Waltz,She & Him,A Very She & Him Christmas,https://i.scdn.co/image/6f03ddf59e64c24a6f4dbe167aedd3f0861efeb6
10,0EwuAHdON2ma8UBa7Flpee,0.311,0.664,A,-8.179,major,0.0377,0.186,0.00000746,0.129,0.356,146.293,157613,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Saw Mommy Kissing Santa Claus,The Ronettes,A Christmas Gift For You From Phil Spector,https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831
11,0fUFpFczhuhJBz2Z28IL2x,0.63,0.757,F,-6.005,major,0.0254,0.00716,0,0.348,0.65,106.885,216627,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Last Christmas (Glee Cast Version),Glee Cast,"Glee: The Music, The Christmas Album",https://i.scdn.co/image/df267b94bd85aad9be2957f3e80886c1a72114f6
12,0G7yGcWqXqqLHlrxU7bFEO,0.659,0.58,"G#",-4.351,major,0.0356,0.604,0,0.162,0.792,143.712,152045,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Man with the Bag,Kellie Pickler,The Man with the Bag,https://i.scdn.co/image/8b6717cfba03f217b062a7e25adf6921840207fe
13,0iVVPWm4An3glF9QnCtM6e,0.529,0.723,F,-8.171,minor,0.0353,0.00109,0.0000278,0.219,0.708,79.989,229280,4,F minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Underneath the Tree,Kelly Clarkson,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
14,0leIhGny91OrU4mjcshsjI,0.551,0.325,C,-13.507,major,0.0286,0.81,0.000112,0.115,0.496,98.932,213160,3,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Lonely This Christmas,Mud,Let's Have A Party - The Best Of Mud,https://i.scdn.co/image/b1ec4bee82da1c17a428e9dcdcfb801f7b46acdc
15,0lizgQ7Qw35od7CYaoMBZb,0.506,0.628,G,-7.316,major,0.173,0.0545,0,0.301,0.556,191.708,204093,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Tell Me,Ariana Grande,Santa Tell Me,https://i.scdn.co/image/ca80da7a2271f0806a977c7c1f6cfa6aa5d7e92b
16,0lLdorYw7lVrJydTINhWdI,0.35,0.232,E,-11.042,major,0.0331,0.907,0.00000921,0.292,0.381,93.269,206347,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas,https://i.scdn.co/image/5f828e84beaefc8c0539ca558f849e8549e8778c
17,0oEBvSzYp0aS7Obdus1RGm,0.437,0.149,E,-18.128,major,0.0394,0.995,0.0896,0.15,0.801,153.921,85253,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Carol of the Bells,John Williams,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
18,0P6xicvZnvVwRCPv3307HM,0.61,0.661,G,-8.343,major,0.105,0.613,0.000269,0.0701,0.652,86.68,198716,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bells,Matt Maher,The Advent of Christmas,https://i.scdn.co/image/77eb7c17cafe5503806e28263514bb842a1fa41f
19,0Tw7teQT3EBqBRpH9PYb4f,0.44,0.185,D,-13.867,major,0.0395,0.896,0.0000182,0.0813,0.343,189.246,161320,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Driving Home for Christmas,Lyambiko,My Favourite Christmas Songs,https://i.scdn.co/image/a67e19c3eb418b1b2551f884cedf798c1d602608
20,0UnbG2g6FMvHXdlzDyufyI,0.607,0.807,G,-5.593,major,0.0472,0.156,0,0.241,0.53,151.02,228933,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,All I Want for Christmas Is You,Fifth Harmony,I'll Be Home For Christmas,https://i.scdn.co/image/08f834b771ce747e37a70c6fa168375ba42fc5a6
21,0wDKteaNLe3xkaFtj6tH5h,0.668,0.843,C,-3.766,major,0.0268,0.169,0,0.195,0.702,147.083,255400,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,My Only Wish (This Year),Britney Spears,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
22,0yS8P7DFNEBYQ5yHadM5z0,0.324,0.197,"G#",-10.191,major,0.0337,0.801,0,0.115,0.338,178.893,227887,3,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Oh Holy Night - Recorded at Metropolis Studios, London",Nina Nesbitt,Spotify Singles - Christmas,https://i.scdn.co/image/3e4288028909fc1bc65af0c3f93f118e4a702fd7
23,12YAgUbl6Uk9E7fzopF4Ji,0.487,0.759,C,-8.093,major,0.0408,0.604,0,0.185,0.447,122.309,146080,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Winter Wonderland,Darlene Love,A Christmas Gift For You From Phil Spector,https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831
24,1aoIbIxOlTOgH9nyiJvFPz,0.506,0.86,D,-6.276,major,0.425,0.198,0,0.125,0.582,191.511,199547,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Bring Me Love,John Legend,A Legendary Christmas,https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd
25,1BA3J0DIbO5xKeboPSt1ju,0.519,0.305,C,-9.37,major,0.0371,0.881,0,0.12,0.294,72.04,148787,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Another Christmas,Amanda Jenssen,Christmas Cafe,https://i.scdn.co/image/4385b4957d870777959a70f62486fff501f33612
26,1CBg1D0t4FMLbco3posN7b,0.528,0.772,D,-7.013,major,0.0288,0.403,0.00000252,0.316,0.852,91.735,181267,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,The Ronettes,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
27,1dtIaSlyrLI04sqYa8nLyN,0.632,0.159,"G#",-14.056,major,0.0492,0.883,0,0.222,0.644,142.11,186733,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Rudolph the Red-Nosed Reindeer,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,https://i.scdn.co/image/d09a8a207f9d89db5f6a73d1331aeaa20c9fabbc
28,1e0z8zk4AyhKxeg13zV3lh,0.617,0.512,"F#",-5.116,major,0.0266,0.194,0,0.115,0.347,111.932,102960,4,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,White Christmas,Destiny's Child,8 Days Of Christmas,https://i.scdn.co/image/6ae1415fa9900695bfe434e451b57be8d1e7c822
29,1f2lkuLldqRzvaFjJdjGXX,0.548,0.75,G,-7.984,major,0.0398,0.209,0,0.698,0.419,143.109,204173,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Claus Is Comin' to Town,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437
30,1jc5ttAAqSlzN6XnInuUXm,0.758,0.711,A,-10.483,major,0.0268,0.158,0,0.0825,0.961,101.806,223773,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Merry Christmas Everyone,Shakin' Stevens,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
31,1kCMRwtyaXZRWhe2scYcBL,0.641,0.794,B,-4.906,major,0.0369,0.497,0,0.329,0.767,112.994,239600,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,One More Sleep,Leona Lewis,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
32,1l2CvcIAL1MtPbtZhh0Z77,0.359,0.15,"C#",-15.745,major,0.041,0.844,0.00000115,0.108,0.204,139.208,188933,4,"C# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Song (Merry Christmas To You),Nat King Cole,Christmas Number 1's,https://i.scdn.co/image/90d80f5a0261f942a655b768c41bdbe67fbd6377
33,1lXmhrsTDe9QT7G5QYEnLr,0.388,0.321,"F#",-10.216,major,0.0274,0.379,0.00000352,0.108,0.223,100.072,215920,3,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Away In a Manger,Casting Crowns,Peace On Earth,https://i.scdn.co/image/a7a90e08d4377defa9fc5ee4b346f11bcc3e57dd
34,1mH6tZC6iXIHPI6EixCwxw,0.383,0.914,A,-6.43,major,0.0515,0.00422,0.000014,0.444,0.528,139.955,278947,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Wish It Could Be Christmas Everyday,Wizzard,I Wish It Could Be Christmas Everyday,https://i.scdn.co/image/a9a6d16f818ff91fa4ca8cbbaa35abd47c94a5b4
35,1qUNMljTcCUraMU82IU7aN,0.714,0.295,C,-12.652,major,0.0347,0.834,0.000192,0.135,0.532,131.566,195173,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silver Bells,Tony Bennett,The Classic Christmas Album,https://i.scdn.co/image/9d541ea10ce9b2a04f1c9b6daa1614ea85481d5d
36,1sFWEpf1aPYN576LS1aa4Y,0.17,0.362,"A#",-11.673,major,0.0347,0.812,0,0.113,0.244,176.849,219293,3,"A# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silent Night,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437
37,1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,F,-9.301,major,0.0271,0.916,0.0000016,0.105,0.18,82.932,141240,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Real Love,Tom Odell,Real Love,https://i.scdn.co/image/8200f7371b682235b91958a96da4c1d549322827
38,1UebLMXVLAaAYoFXxegCIP,0.574,0.536,B,-7.291,major,0.0323,0.311,0,0.222,0.158,118.199,241280,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Star,Mariah Carey,The Star,https://i.scdn.co/image/fa44b1710dc05f20b0af4706ec642ad65d6a48a7
39,1Ym1qNUYEdETwST2NZDXA7,0.675,0.877,"C#",-4.508,minor,0.0373,0.00974,0,0.333,0.67,128.018,194360,4,"C# minor",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Wrap Me Up Under the Christmas Tree,A Great Big World,Wrap Me Up Under the Christmas Tree,https://i.scdn.co/image/5bc052e72f5c0ffe8b9552b5ac3bc382d10029f2
40,1Zrt3eIobdcn7fJ0i1kjzW,0.52,0.271,"G#",-9.806,major,0.0299,0.618,0,0.109,0.509,110.789,166547,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Baby, It's Cold Outside (Glee Cast Version) (feat. Darren Criss)",Glee Cast,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
41,20LrBAifyvdgXvh3Zah6KF,0.476,0.449,G,-7.474,major,0.0452,0.331,0,0.117,0.515,182.905,176680,3,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Please Come Home For Christmas,Anthony Hamilton,Home For The Holidays,https://i.scdn.co/image/63af03efdbd1180fe298726fe9f670ec582ab1dd
