column_a,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
125,6bhhqvDX8Q3kl1GoyhtpSx,0.523,0.509,A,-6.387,major,0.0251,0.59,0.000369,0.0932,0.344,96.946,301640,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The First Noel,John Farnham,The First Noel,https://i.scdn.co/image/26fc10dea516d2c736062356667cac52a08acbae
126,6CylKS9y5AJtrE9K2vgGnK,0.49,0.0677,D,-20.293,major,0.0446,0.946,0.0027,0.28,0.34,94.065,163667,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,White Christmas,Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79
127,6dvq77gzD4g4u1TJHO2ZYe,0.492,0.828,C,-2.14,major,0.0662,0.00253,0,0.342,0.567,81.409,232213,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Shake up Christmas - Xmas Anthem,Train,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
128,6j2WyCG7ZgG7EnZBNKebHs,0.774,0.785,C,-7.766,major,0.0363,0.16,0,0.264,0.96,112.514,242360,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Mary's Boy Child / Oh My Lord,Boney M.,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
129,6JUnflvdkYvbzsp6zWpaCZ,0.618,0.828,"A#",-4.513,major,0.0634,0.21,0,0.09,0.84,84.987,161333,4,"A# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,What Christmas Means to Me (feat. Stevie Wonder),John Legend,A Legendary Christmas,https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd
130,6KsFSrVS3DwG4xNAPQvznC,0.676,0.412,"G#",-7.97,major,0.0347,0.796,0,0.139,0.47,124.891,157600,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Winter Wonderland,Hannah Kerr,Christmas Eve in Bethlehem,https://i.scdn.co/image/14bf748c8e9e2bdafb623355a82e8f7dbb947cbb
131,6lIob2DRkcnjrymZN1QqU7,0.554,0.422,"G#",-10.761,major,0.0439,0.329,0.0000313,0.0986,0.3,99.676,242879,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",Fifth Harmony,"Can You See (Spotify Singles - Holiday, Recorded at Spotify Studios NYC)",https://i.scdn.co/image/03069416d890cc38c24d0118af36d5592844b891
132,6lIVyZ979Y4igxDOW3ncie,0.584,0.73,A,-5.311,major,0.0248,0.00183,0.00107,0.208,0.275,89.994,170667,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Counting Down to Christmas,Campsite Dream,Counting Down to Christmas,https://i.scdn.co/image/59f6e3cb8161dc64f3d67c0658713b777da4fe45
133,6nCAuV8db9kn8S3TOlp5BA,0.543,0.339,A,-12.237,major,0.0253,0.397,0.000014,0.138,0.339,87.538,253333,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,A Perfect Christmas,Jose Mari Chan,Christmas in Our Hearts,https://i.scdn.co/image/349276cbdfd8857b3975a8ddb956dc167e45d17c
134,6PHydwtSLzGi9WJ3MyE50k,0.48,0.6,D,-6.859,major,0.0308,0.679,0,0.183,0.719,101.441,162067,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's the Most Wonderful Time of the Year,Andy Williams,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
135,6Sy0fYlJtIVYeCTiIj4RJc,0.686,0.359,D,-10.579,major,0.0363,0.535,0,0.337,0.683,89.997,198720,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Baby,Samantha Jade,The Magic of Christmas,https://i.scdn.co/image/a09e468aba5b3e958b0dfe7846405d15af80e9f5
136,6WYIjCIwAev1GOSUaGQJtW,0.591,0.708,C,-5.377,major,0.0398,0.167,0.000113,0.0993,0.36,115.111,229453,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Do They Know It's Christmas?,Band Aid,Top 50 Christmas Music,https://i.scdn.co/image/ee361ed71a3bd86d8f3ef89ac04085907a64a4ea
137,6XAdcAseYtijN0QUnQFsH2,0.605,0.664,"C#",-8.95,major,0.0274,0.698,0,0.121,0.886,103.178,178720,4,"C# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,Johnny Mathis,Merry Christmas,https://i.scdn.co/image/b878b9e27201163be07e746657280ab24802839e
138,6Ydgbe9LUoGpbMXBUFDcek,0.55,0.302,D,-11.035,major,0.0268,0.282,0.00000259,0.0962,0.317,84.816,218520,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I'll Be Home,Meghan Trainor,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
139,6yOzaZiBk4k4jSOYZcp4pm,0.507,0.724,F,-4.503,major,0.0433,0.0342,0,0.274,0.581,77.489,219160,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Every Day,David Archuleta,Winter in the Air,https://i.scdn.co/image/5ff064bd88c96868c8526bf6be85570da2fa33a9
140,6ZDaRctHGLVCYY430vaAyT,0.205,0.188,G,-14.192,major,0.0393,0.774,0.0000013,0.376,0.291,172.142,155200,5,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas,Frank Sinatra,Christmas Songs By Sinatra,https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf
141,74yQRKUunP1sRjnnMks4SG,0.404,0.475,F,-8.988,major,0.0536,0.717,0,0.0616,0.655,146.827,126200,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Let It Snow, Let It Snow, Let It Snow",Kurt Nilsen,Have Yourself A Merry Little Christmas,https://i.scdn.co/image/513aff75d4c308b81b62d6020bf11e6a81dd6959
142,75clRtmtXSkZsPm6SjjQ5j,0.636,0.178,G,-12.179,minor,0.0656,0.663,0,0.0964,0.643,139.997,154827,4,G minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Claus Is Comin' to Town,Frank Sinatra,Christmas Songs By Sinatra,https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf
143,75noDVUJaHjoYTYzO7eLS1,0.35,0.403,C,-9.57,major,0.0279,0.786,0,0.114,0.201,104.957,222160,3,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Ave Maria,Beyoncé,Christmas R&B,https://i.scdn.co/image/eac6c25a86aff46cd92fc024f656ec63d1f728dd
144,77GcYr9JP6uvJM0kPa6Nzk,0.623,0.738,"D#",-5.709,major,0.0281,0.18,0,0.146,0.874,152.066,152947,4,"D# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bell Rock (Glee Cast Version),Glee Cast,"Glee: The Music, The Christmas Album Vol. 3",https://i.scdn.co/image/1aa6c2c3eaace3ad3e9c81cfc05433e71f38eebb
145,77nF1t4qesuOJRd8lbIzNX,0.735,0.681,D,-6.195,major,0.0282,0.215,0.00000996,0.411,0.948,107.671,262760,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Last Christmas,Wham!,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
146,77pt4LRcJwf3iSF30dqEHr,0.557,0.726,A,-5.835,major,0.0508,0.444,0.0000015,0.351,0.551,140.131,167233,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bells,William Shatner,Shatner Claus,https://i.scdn.co/image/67bbe5a692e7b669e6556770b884cdf773a709c2
147,78nKXeLoOWkuCDVEGTLLFs,0.523,0.363,G,-14.525,major,0.0406,0.949,0.912,0.245,0.485,117.916,162213,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Saw Three Ships,The Piano Guys,Christmas Together,https://i.scdn.co/image/f9890a307f1aac00eca2d0c80ed1b1ff6226aa32
148,7beYBowpIMDjpdfXi2GH4S,0.5,0.326,"C#",-13.114,major,0.0467,0.612,0.0158,0.0966,0.16,78.058,176206,4,"C# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"The Christmas Song - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",Wyclef Jean,"The Christmas Song (Spotify Singles - Holiday, Recorded at Spotify Studios NYC)",https://i.scdn.co/image/9a9a3b8ee91fade30b8f3c92682100cf32e5a0fb
149,7ciKlFkpcUTrkf4Wo4dwGr,0.465,0.0527,"F#",-24.575,major,0.0475,0.992,0.91,0.139,0.0394,128.647,196688,5,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Chestnuts Roasting on an Open Fire,Alexis Ffrench,Together At Last,https://i.scdn.co/image/dea7140098a59a26ab92c08269eb86ca60410f9c
150,7CX5iig2vgpkPLmkni8caW,0.396,0.514,G,-10.956,minor,0.0837,0.26,0,0.0877,0.28,87.957,197200,1,G minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,This Christmas,Chris Brown,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
151,7F9oCEKbqjN99cV5HpvYER,0.586,0.32,C,-12.788,major,0.0289,0.637,0.00202,0.128,0.437,115.808,192459,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,"White Christmas (Spotify Singles - Holiday, Recorded at Air Studios, London)",https://i.scdn.co/image/7032df12af72718649ff2ef34dfe3d7edea4162f
152,7fJ5UWPgluvIsZHcMPhapf,0.473,0.785,"A#",-6.835,major,0.0275,0.0258,0.211,0.117,0.458,80.078,211264,4,"A# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Deck the Halls,Mannheim Steamroller,30/40,https://i.scdn.co/image/b0940615ddc51bb82bc493c15b7d273a8d1e4458
153,7Fzm10UeEDemvzlYroQguL,0.42,0.828,"F#",-5.871,major,0.107,0.359,0,0.0529,0.5,190.791,175213,4,"F# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bells (Glee Cast Version),Glee Cast,"Glee: The Music, The Christmas Album",https://i.scdn.co/image/df267b94bd85aad9be2957f3e80886c1a72114f6
154,7GNsHkiYPcQQjvhTiILFUL,0.317,0.78,F,-6.988,major,0.0504,0.748,0.0000218,0.317,0.652,154.767,143133,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,A Marshmallow World,Darlene Love,A Christmas Gift For You From Phil Spector,https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831
155,7j6JmuVQokjHpDqqTFjHax,0.244,0.274,"G#",-10.433,major,0.04,0.871,0.0000118,0.0897,0.164,68.534,243133,4,"G# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas,Christina Aguilera,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
156,7JLIUosTKUWT5UWBlxUylt,0.728,0.726,G,-4.136,minor,0.0343,0.151,0,0.46,0.696,129.962,161467,4,G minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,You and Me and Christmas,LeAnn Rimes,"It's Christmas, Eve (Original Motion Picture Soundtrack)",https://i.scdn.co/image/7e19e15975bff563cfaba75d4f5aab9206549c6c
157,7klqcDdyk3laSiOtxNrygB,0.254,0.318,"A#",-6.992,major,0.0312,0.355,0,0.109,0.2,114.636,210533,4,"A# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Where Are You Christmas?,Pentatonix,Christmas Is Here!,https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e
158,7l1S30HhTTY4rfkBZpc1Db,0.77,0.341,C,-12.457,major,0.0376,0.758,0.00000111,0.112,0.849,89.324,103173,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Rudolph the Red Nosed Reindeer,John Denver,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
159,7Lbxvt42JsNSKVCaN63qhD,0.774,0.511,B,-8.914,major,0.0319,0.322,0,0.0672,0.771,94.736,227653,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,McCartney II (Special Edition),https://i.scdn.co/image/a59feeb9c675194eb86e2816c494f4082ccd53d4
160,7n5m8nDAnyXo81tr4B3Bcw,0.398,0.879,G,-7.584,major,0.0585,0.228,0,0.408,0.564,72.212,136307,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Frosty the Snowman,The Ronettes,A Christmas Gift For You From Phil Spector,https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831
161,7n7VsX3sv66znBwA8b5uhp,0.573,0.235,D,-16.982,major,0.0426,0.968,0.0198,0.105,0.834,79.578,115827,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79
162,7qbxIWpDjAZH84BfhoJlKS,0.343,0.76,"D#",-7.146,major,0.0513,0.392,0.000388,0.0773,0.356,126.322,166453,4,"D# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas (Baby Please Come Home),Darlene Love,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
163,7qtBirjfexEIOK3xuqYLR3,0.572,0.895,F,-2.654,major,0.0644,0.0134,0,0.216,0.922,145.008,147987,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Run Run Rudolph,Kelly Clarkson,Wrapped In Red,https://i.scdn.co/image/df6a48dc94245be056b35262606c7adfd1821b99
164,7rrVN7f83kwaz2sGxoFnJY,0.57,0.292,F,-14.408,major,0.0293,0.841,0,0.137,0.399,72.534,207000,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas in Our Hearts,Jose Mari Chan,Christmas in Our Hearts,https://i.scdn.co/image/349276cbdfd8857b3975a8ddb956dc167e45d17c
165,7t5i1MPAiJZcVRpzQtzzo6,0.838,0.346,G,-8.406,major,0.0471,0.827,0.0111,0.213,0.93,113.988,155347,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
166,7uVnnj80WNEu02JQ3BA3HJ,0.35,0.377,"D#",-11.658,major,0.034,0.353,0,0.19,0.277,124.559,222760,4,"D# major",new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,When a Child Is Born,Johnny Mathis,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
167,7xQmVmSfCt4LD9H2uFoWOO,0.496,0.74,D,-11.317,major,0.0386,0.558,0,0.404,0.97,148.863,182400,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Feliz Navidad,José Feliciano,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65
